q1	q2	q3	q4	q5	q6	q7	q8	q9	q10	q11	q12	q13	q14	q15	q16	q17	q18	q19	q20	q21	q22	Location	Position	Status	Gender	Comments	PDCPDCProjectID	PDCPDCAppVer	Date	HTTP_USER_AGENT	REMOTE_ADDR	REMOTE_HOST	REMOTE_USER
2	2	2	2	3	4	1	1	2	4	3	3	4	2	2	2	2	2	2	2	2	2	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 16:09:03	Mozilla/4.72 [en] (WinNT; I)	155.31.22.170	node22-170.unnamed.db.erau.edu	
2	3	2	2	2	3	2	3	3	3	3	3	3	3	3	2	3	2	2	1	2	3	4	1	2	2	As a adjunct faculty member      I would be more cognizant of ERAU activities if there was a periodic university newsletter (even a web-based version) circulated to the field.  That's just a suggestion.                    Grover Prowell 	Climate	3.00.63	Thu Feb 13 2002 16:13:50	Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)	131.216.45.39	c234-7.lv-cbc.nevada.edu	
2	2	3	3	2	2	2	4	3	3	3	3	3		3	2	3	3	2	3	3	3	1	1	1	1		Climate	3.00.63	Thu Feb 13 2002 16:17:34	Mozilla/4.72 [en] (WinNT; U)	155.31.69.71	node69-71.unnamed.db.erau.edu	
4	2	2	4	3	3	1	3	4	3	4	3	2	4	4	2	3	2	2	2	2	3	2	2	1	1		Climate	3.00.63	Thu Feb 13 2002 16:18:30	Mozilla/4.08 [en] (WinNT; U ;Nav)	206.207.155.32	local32-155.campus.pr.erau.edu	
2	2	2	2	2	2	2	3	4	3	5	5	4	5	5	4	4	3		3	1	3	1	1	1	2		Climate	3.00.63	Thu Feb 13 2002 16:23:34	Mozilla/5.0 (Windows; U; WinNT4.0; en-US; rv:0.9.2) Gecko/20010726 Netscape6/6.1	155.31.71.42	node71-42.unnamed.db.erau.edu	
3	2	4	2	1		2	3	2	2						1	3	2	1	3	1	3	1	1	1	2		Climate	3.00.63	Thu Feb 13 2002 16:29:39	Mozilla/4.72 [en] (WinNT; U)	155.31.71.123	node71-123.unnamed.db.erau.edu	
4	2	2	2	4	4	1	3	4	4	2	2	5	3	3	4	3	2	2	2	2	3	1	2	1	2	I hope the strategic planning process gets streamlined and that it is someday tied directly to funding! The personnel evaluation process is a miserable drill to go through      especially for large departments. Most employees I have spoken with feel that      in the end      budget decisions are made at the university level with little regard for the strategic plan.	Climate	3.00.63	Thu Feb 13 2002 16:36:22	Mozilla/4.76 [en] (WinNT; U)	155.31.24.242	node24-242.unnamed.db.erau.edu	
2	2		1	1	2	1	1	2	3	3	3	4	2	3	2	3	5	2	2	2	5	4	2	1	2	Numerous times      once a decision is made and actions are taken or programs are implemented someone comes along with their feathers ruffled since they were not part of the decision process and we get to do it all over again. Prime example is the format for the instructor folders. I have redone all folders three times in my four years and am currently waiting for the format to change again before I change to the current format which was changed the day I finished formatting them from the previous change. Confused about what is the correct one? So are we!                    It is a shame but depending on what decision you want concerning a situation with a student      you call and see who is at work before you ask the question or send the e-mail.	Climate	3.00.63	Thu Feb 13 2002 16:36:49	Mozilla/4.61 [en] (Win98; U)	63.14.162.214	1cust214.tnt1.pensacola2.fl.da.uu.net	
2	1	2	1	2	1	2	2	2	2	2	3	2	2	2	3	2	2	2	1	1	3	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 16:37:47	Mozilla/4.72 [en] (WinNT; U)	155.31.249.41	node249-41.sim.db.erau.edu	
2	2	3	5	5	1	1	3	2	2	3	3	5	3	2	5	5	5	4	1	3	5	1	2	1	2		Climate	3.00.63	Thu Feb 13 2002 16:47:32	Mozilla/4.51 [en] (WinNT; U)	155.31.21.74	node21-74.unnamed.db.erau.edu	
3	2	1	2	3		2	2	2	2	2	3	2	2		1	2	2	1	2	1	2	4	1	2	2		Climate	3.00.63	Thu Feb 13 2002 17:13:52	Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)	131.52.121.101	marge1.luke.af.mil	
2	2	4	4	2	1	2	1	2	3	4	3	4	3	2	2	4	5	2	1	2	3	4	2	1	2	There seems to be a great emphasis on bureaucracy at the University.  I encourage whomever reads this survey to read a book called "NUTS"      it's a story about Southwest Airlines and its management tactics.  One learns a great deal of effective management and empowerment of the employee workforce.  I see too much competition among Center Directors.  I also feel that when a discrepancy occurs      instead of taking care of business      a great effort is put on alerting higher authorities.  We need to work as one big united entity for the students.	Climate	3.00.63	Thu Feb 13 2002 17:17:17	Mozilla/4.72 [en] (Win98; U)	63.17.120.91	1cust91.tnt1.sdg1.da.uu.net	
4	2	4	2	2	2	1	3	4	3	3	3	5	3	5	4	5	2	1	1	2	5	1	2	1	1	I think the greatest asset ERAU has is it's faculty and staff.             However      I think many things add to problems with morale.  More money is always welcome      but there are other considerations that would make for a better environment in which to work.                    Better communication between depts.      campuses and faculty is needed.  A little more involvement by upper management to try to really understand the things we do and the obtacles we face each day would go a long way for morale.                      Many people do not have the technological equipment or software needed to perform their job properly.  There is a lack of space in which large departments can work. Efficiency is lost and services to students are split all over campus.                    Every year there is a budget crisis      and the lower level staff  have to cut back on all supplies and traveling      while the belief is that the upper management continues to spend at will.                    There is much trepidation regarding a huge tuition increase in such a slow economic environment.  Many people are concerned that if we don't pull in the class expected      jobs will be eliminated.                    There is a pattern of decisions being made without consultation or input from the faculty or staff that those decisions directly impact.  There is much insight that could be gleaned from talking with the "front lines".                    ERAU is one of the best places to work in the Daytona Beach area.  But the potential is there for a much more enjoyable      and definitely for a much more productive workplace.                                                                                	Climate	3.00.63	Thu Feb 13 2002 17:39:58	Mozilla/4.72 [en] (WinNT; U)	155.31.21.125	node21-125.unnamed.db.erau.edu	
2	1	1	3	3	3	1	1	3	3	3	3	3	3	3	3	3	3	3	3	1	3	4	1	2	1	I have been teaching in the classroom about once a year and on the web several quarters a year.  Therefore      most of the questions do not apply to me.  	Climate	3.00.63	Thu Feb 13 2002 17:57:47	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	171.161.96.10	spxylax1.bankofamerica.com	
2	3	2	2	2	2	1	2	3	3	3	3	3	2	3	2	1	2	1	2	2	2	4	1	2	2		Climate	3.00.63	Thu Feb 13 2002 18:32:27	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; Q312461)	158.252.199.229	sdn-ar-003hipcitp449.dialsprint.net	
3	4	2	3	2	3	1	1	1	1	2	3	3	4	1	1	1	1	1	1	1	3	4	1	2	2		Climate	3.00.63	Thu Feb 13 2002 19:05:41	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; AT&T CSM6.0)::ELNSB50::0000411003200258031c016c000000000506000800000000	158.252.120.42	sdn-ar-001flpensp058.dialsprint.net	
2	3	3	3	3	2	3	3	4	4	4	4	4	5	4	3	4		3	3	3	4	4	2	2	2		Climate	3.00.63	Thu Feb 13 2002 19:44:35	Mozilla/4.76 [en] (Win95; U)	209.239.193.169	209-239-193-169.oak.jps.net	
1	2	2	3	2	2	1	1	1	1	2	2	2	3	2	2	2	2	2	2	2	2	1	1	1	2		Climate	3.00.63	Thu Feb 13 2002 20:08:29	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	155.31.70.162	node70-162.unnamed.db.erau.edu	
1	1	2	5	2	3	2	4	3	3	3	3	5	5	3	2	3	4	3	1	1	3	1	2	1	2	To whom this may concern                             I am a full time flight instructor at ERAU with a four year degree in Aeronautical Science      August 99'. I do feel extremely fortunate to work with some of the most experienced flight instructors in this industry. I am grateful for having a fleet maintenace staff that responds to each and every discrepency I may write up about an aircraft      no matter how small the problem may be. I do however feel like a second class citizen. Every month      all of the instructor pilot's gather for a meeting where we hear time and time again how important we are to this university. "We are where the rubber meets the road"      as Mr. Theokis would say. Is that true?          I feel that as a full time employee      we should be compensated for full time work. I can't even begin to count how many 12 hour days are spent at the Riddle flight line      and to go home knowing that you were just payed for 5 hours      or even less. The problems may be lack of aircraft available      maintenance problems      student no shows      weather      all of which I have no control over. I take my job extremely seriously knowing that each and every time I take a student up flying      it is my responsibility to get them back on the ground safely so they can do it all again the next day. To have that kind of responsibility and know that I can make more money at the local drive through is pretty disturbing. I do enjoy working at ERAU      but only because I have made some great friends there      and I know that the airplanes are maintained to extremely high standards. Other than that      I feel it is like a jail sentence. Just serving my time before I get paroled. We hear that ERAU is the best aviation university in the world      employing only the best instructors. Maybe then you should treat us like we are. We are not asking for much      just to be payed when we are at work. Is that too much to ask?           Thank you for your time.......good luck in June!          Michael Bender          IP 130	Climate	3.00.63	Thu Feb 13 2002 20:11:48	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; MSN 6.1; MSNbMSFT; MSNmen-us; MSNc11)	63.21.73.232	1cust232.tnt3.daytona-beach.fl.da.uu.net	
1	1	1	2	3	3	1	1	1	3	3	3	3	3	3	2	3	1	1	1	1	1	1	1	2	1	Embry Riddle is a great place to work.  The faculty      as well as the students      are quality.  Perhaps      if possible      more programs could be added that would include interests some students might have...(perhaps a school of law for an aeronautical law specialty or a political science specialty)  A number of students like the milieu and come from families which enjoy aeronautics; however      they may not have the talent for the specialties at Embry Riddle.  They would feel a part of something they love if they could pursue their interests here.  	Climate	3.00.63	Thu Feb 13 2002 20:53:13	Mozilla/4.0 (compatible; MSIE 5.5; AOL 6.0; Windows 98; SPINWAY.COM)	205.188.192.187	spider-wb082.proxy.aol.com	
1	1	1	2	3	3	1	1	1	3	3	3	3	3	3	2	3	1	1	1	1	1	1	1	2	1	Embry Riddle is a great place to work.  The faculty      as well as the students      are quality.  Perhaps      if possible      more programs could be added that would include interests some students might have...(perhaps a school of law for an aeronautical law specialty or a political science specialty)  A number of students like the milieu and come from families which enjoy aeronautics; however      they may not have the talent for the specialties at Embry Riddle.  They would feel a part of something they love if they could pursue their interests here.  	Climate	3.00.63	Thu Feb 13 2002 20:53:18	Mozilla/4.0 (compatible; MSIE 5.5; AOL 6.0; Windows 98; SPINWAY.COM)	205.188.192.187	spider-wb082.proxy.aol.com	
2	2	2	1		1	3	3	3	3	3	3	4	3	3	1	2	1	1	1	1	3	1	2	1	1	Regarding #1      I do have the tools I need to do my job (a computer)      but my job would be much easier if I had more control over my own computer. The one-setting-structure fits all approach causes me to waste time while resetting my basic productivity programs to suit my own needs (i.e.      spell checker activated      dog off the screen      etc.).                    Regarding #13      I would like to see more resources allocated to the library.  Many of the public computers are slow.  Sprucing up the place a bit      too      would add to our image.                    Overall      though      I am very pleased with my job choice.  I started here last May and haven't regretted it for an instant!	Climate	3.00.63	Thu Feb 13 2002 21:22:03	Mozilla/4.72 [en] (WinNT; U)	155.31.25.76	node25-76.unnamed.db.erau.edu	
2	1	2	2	1	1	2	3	4	3	3	2	2	3	3	2	3	2	3	1	4	4	4	1	2	2		Climate	3.00.63	Thu Feb 13 2002 21:54:28	Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)	192.187.236.192	smf-ca6c-192.rasserver.net	
2	1	2	2	2	2	2	2	2	3	3	2	4	2	2	2	2	2	1	1	1	2	4	1	2	2		Climate	3.00.63	Thu Feb 13 2002 23:03:08	Mozilla/4.79 [en]C-CCK-MCD {TLC;RETAIL}  (Win98; U)	66.1.20.71	cpe-66-1-20-71.az.sprintbbd.net	
1	1	2	1	1	1	1	1	2	2	2	2	2	1	2	1	4	1	1	1	1	1	4	2	1	1		Climate	3.00.63	Fri Feb 14 2002 03:28:16	Mozilla/4.61 [en] (Win98; U)	217.141.212.199	rapifix!	
2	2	3	4	2	1	2	3	4	4	4	4	4	2	4	1	3	2	2	4	2	4			1	2		Climate	3.00.63	Fri Feb 14 2002 03:50:56	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.180	local180-155.campus.pr.erau.edu	
2	2	2	2	1	1	3	3	3	3	3	3	3	5	4	2	3	2	2	3	3	4	2	2	1	2		Climate	3.00.63	Fri Feb 14 2002 04:07:28	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.180	local180-155.campus.pr.erau.edu	
1	1	4	2	1	1	3	3	3	2	3	2	2	3	4	2	2	2	1	2	2	2	2	2	1	1		Climate	3.00.63	Fri Feb 14 2002 04:24:17	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.180	local180-155.campus.pr.erau.edu	
2	2	3	3	1	1	2	3	3	3	3	2	2	2	4	1	3	2	1	3	2	2	2	2	1	2		Climate	3.00.63	Fri Feb 14 2002 04:32:25	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.180	local180-155.campus.pr.erau.edu	
2	1	3	2	1	2	1	3	3	1	3	3	3	5	3	1	3	2	1	1	2	2	2	2	1	2	Policies and prociedures should be reviewed and updated      to make them clearer.	Climate	3.00.63	Fri Feb 14 2002 04:51:41	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.180	local180-155.campus.pr.erau.edu	
1	5	5	2	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	1	1	5	2	2	1	2	Dan Carrell and Sara Hefelfinger told my department workers in a meeting a year ago that he was going to give us a big pay raise to match all other colleges in the U.S.A.       I am still waiting for the raise.  The past year and a half      my department workers have been told by the department head to do double the manual work load or he would fire us on the spot.  E.R.A.U. Human Resources      had a college intern do this same survey a year ago and nothing has changed.  Thank you        Dale H. Speck      Jr.                                          Custodian.  	Climate	3.00.63	Fri Feb 14 2002 06:42:34	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.180	local180-155.campus.pr.erau.edu	
2	2	4	2	2	2	1	3	2	2	3	2	2	2	5	2	5	3	2	1	1	4	2	2	1	1	Overall      there should be increased communication and understanding between all campuses.  I feel that most decisions are made without input or thought of the Prescott campus or the extended campuses.  I don't feel that this is done because of any malice      I feel that the other campuses are just so removed that they are just not thought of.  I would like to see the University Administration in a seperate location so that all campuses can be equally represented and supported without the involement of only one very prominent voice.                      I think the university also does a lot of lip service regarding diversity.  It is very difficult for international students      females (students      faculty      and staff) and students of color to look to anyone on our campus for mentoring.  We seem to be stuck in the ex-military      male hiring mode.  This does not bring diversity to our campus.                      I realize that every institution has areas where they need to improve and Embry-Riddle is no exception.  However      I do believe that Embry-Riddle is a great place to work because of the freedom allowed to employees to make decisions in relation to their area of work.  I do feel that Embry-Riddle is keeping abreast with issues in relation to education and within the work place.  I appreciate the opportunity to participate in the survey.	Climate	3.00.63	Fri Feb 14 2002 07:07:18	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)	62.60.98.2	baigear	
2			2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	1	2	4	1	2	2		Climate	3.00.63	Fri Feb 14 2002 07:43:14	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)	63.72.166.195	mail.emainc.com	
2	2	3	3	2	3	2	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	1	2	1	1		Climate	3.00.63	Fri Feb 14 2002 08:57:52	Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)	155.31.24.152	node24-152.unnamed.db.erau.edu	
1	1	3	1	1		1	2	2	2	2	3	3	1	2					1	1	3	1	2	1	1		Climate	3.00.63	Fri Feb 14 2002 09:14:04	Mozilla/4.51 [en] (WinNT; U)	155.31.22.174	node22-174.unnamed.db.erau.edu	
2	2	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2		Climate	3.00.63	Fri Feb 14 2002 09:17:10	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	155.31.129.213	node129-213.unnamed.db.erau.edu	
2	2	2	2	1	2	1	2	3	3	3	3	3	2	3	2	3	1	1	2	1	2	2	2	1	2		Climate	3.00.63	Fri Feb 14 2002 09:26:47	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.155.245	local245-155.campus.pr.erau.edu	
2	2	2	2	2	3	3	4	3	2	3	3	3	4	5	2	3	2	2	2	2	4	2	2	1	2		Climate	3.00.63	Fri Feb 14 2002 09:46:10	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	206.207.155.245	local245-155.campus.pr.erau.edu	
2	1	2	2	2	2	1	2	2	2	2	2	2	2	3	2	3	2	2	1	2		1	2	1	1		Climate	3.00.63	Fri Feb 14 2002 10:04:52	Mozilla/4.72 [en] (WinNT; U)	155.31.230.112	node230-112.unnamed.db.erau.edu	
2	3	4	2	2	2	2	3	3	3	3	3	4	4	3	2	2	2	2	2	2	3	1	2	1	1	It is my belief that people should be placed in positions based on their education      experience and merit rather than their gender or ethnicity.	Climate	3.00.63	Fri Feb 14 2002 10:05:19	Mozilla/4.51 [en] (WinNT; U)	155.31.21.72	node21-72.unnamed.db.erau.edu	
2	2	4	3	3	2	1	1	2	3	2	2	3	5	2	2	2	2	1	1	2	3	1	1	1	2	* The salary and benefits at ERAU is even lower than some   colleges in Florida.                     	Climate	3.00.63	Fri Feb 14 2002 10:12:17	Mozilla/4.72 [en] (WinNT; U)	155.31.70.203	node70-203.unnamed.db.erau.edu	
4	2	2	5	5	5	1	5	2	3	3	3	5	5	5	2	2	5	4	1	1	4	1	2	1	2	The fact that employee compensation is always put off is a slap in the face to the staff.  For appearence sake      Presidential fund raising efforts seem extravagant and not in line with the sacrafices people have to make every day to survive financially.  Raises of 3% do not compensate for increasing housing costs in this area. Work loads increase      expectations increase      but the compensation is lack luster.                    The VP administration seems very top heavy!  The Development Department seems very fat!  Where's the results?  My advice      get these folks off DAB campus so they aren't a slap in the face of the peeons who work here for the efforts of the DAB campus.  They drive in their fancy cars and make the big bucks      as you know the rumor would lend us to believe      but we see budget shortfalls and nit picking by the accounting office over pencils. Delays      delays      delays... can anyone make a decsion in a reasonable amount of time?  Does everything have to be a committee?  Dr. Ebbs seems to be the only one who will make a snap decision      good or bad      at least he has guts.                      The President's choice to ignore popular centiment with regards to Dr. Connolly remaining as Chancellor      is still fresh in the minds of the faculty and staff.  The perception is      that Dr. Connolly had the guts to say no to Dr. Ebbs and Dr. Ebbs doesn't like to be told "No."  So be it.  Dr. Ebbs has made it quite clear he is running this campus as evidenced  by his town meetings and I'll paraphrase      if you don't like it here      leave attitude.  Notice the mass exodus of Department Chairs.  This doesn't lend itself to confidence in the leadership and the loyalty that is requested. I only hope he knows what he is doing and will be a hero in the end.  To Dr. Price's credit      he seems to be a nice fella... so far.  Dr. Ebbs      let him do his job and run the Daytona Campus.  Stop cyphoning funds to prop up the "1" University.                    Staff reviews are cumbersome and lends itself to lip service.  Bottom line      people are let go here on the whim of a budget cut (CATER). The creation of new positions without proper advertising and interviews      i.e. created jobs for individuals assistants to the VP's and President's office. This is fine      just be honest that this is done.  It is in no way meant to critisize the efforts of the people who get these positions.  In fact I'm glad they are still here.  Just makes the rest of the hard working people wonder what they need to do to be tapped for one of these gravy jobs.                    Just to let you know      Human Resources is not thought of highly. Confidentiality is a joke      employee supervisor disputes are not reported.  Their main purpose is perceived by many as being the "hatchet people."  Poor Irene McReynolds being labeled with that reputation is unfair.                      WEQC: A committee to put on a party a few times a year?  Please      disband this charade.  They don't tackel real issues like a Day Care Service on Campus      employee benefits for same gender partners      reciprocol agreements with other Universities for the Masters and Doctoral candidates      parking for staff      rising health insurance      geriatric care for those with infirm parents.                      One last thing      you want the alumni to have loyalty and donate back to ERAU.  You have to cultivate the students you have now.  Parking is an irratant      deal with it!                      Where are the recreational spaces      the lounge spaces?  Student Life departments are spread all over the place.  When's the last time someone seriously thought about a Student Union?                     Alumni Affairs is in Development?  Why?  It sends a clear message you want their money not their friendship.  Bob Rockett has the relationship with the alumni      they want to see him on trips      why isn't he running that effort?  He's been here for 25 years I think?  Isn't that about the right age group for doners?  The younger alumni want to come back and "party" during homecoming.  Make this easy for them.  True they don't have the money now      but in 10 year or so      see the investment pay off.  Notice who these people come back to see      their club advisor      the buds in the housing department      their supervisor of their job.  That secretary has a huge impact on their lives      does anyone care?  We focus on the relationship with the faculty.  Some do of course      but when the average faculty teaching load is over 100 people      they can't possibly mentor to all those students.  They seek out all the "staff" around them to share their lives.  Lets get moving on these issues.  You'll see the morale he will improve.                    	Climate	3.00.63	Fri Feb 14 2002 10:34:59	Mozilla/4.51 [en] (WinNT; U)	155.31.24.203	node24-203.unnamed.db.erau.edu	
2	2	2	1	1	1	1	1	2	2	2	1	4	4	1	1	1	2	1	1	1	1	4	2	1	1		Climate	3.00.63	Fri Feb 14 2002 10:35:29	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)	67.219.43.200	1cust200.tnt23.lax3.da.uu.net	
4	2	4	2	3	2	2	2	4	3	4	3	4	2	5	4	3	2		2	1	3	2	2	1	2		Climate	3.00.63	Fri Feb 14 2002 10:46:55	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.65	local65-155.campus.pr.erau.edu	
2	1	1	4	2	2	2	2	3	2	4	4	3	5	3	2	4	2	2	1	2	3	4	1	2	2	Out here      it seems that all of the big decisions are made in Daytona Beach and we are advised of them.  It seems that many of the goodies (research support      travel funds      electronic classes      experimental classes      etc.)      are passed out somewhere else. I don't select texts      influence syllabus requirements or course descriptions      or have much other input.  I am given a syllabus      text      and many rules to follow. The rules do not seem to include helping this bunch of class members to have good careers and lives. They include much pressure to run classes like every one else does. 	Climate	3.00.63	Fri Feb 14 2002 10:52:40	Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)	216.87.67.10	dyn10.mm.den.viawest.net	
2	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	3	2	2	1		Climate	3.00.63	Fri Feb 14 2002 10:59:42	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)	172.138.120.100		
2	1	1	3	1	1	1	3	2	3	3	3	5	2	2	2	5	5	2	1	1	4	2	1	1	2	The amount of funding dedicated to Development over the past three years is disproportionate to the return on investment realized to date.  The "quiet period" is over and we should be seeing some significant results.  The strategic decision to focus fundraising on industry executives was a mistake from the beginning and actually turned out to be a disaster after 9/11.  We have thousands of "missing" alumni who should be the ones on whom we focus for endowment - but it appears to some faculty that the draw of developing personal contacts for personal gain may be driving this approach - while finding      contacting and soliciting alumni appears too tough and provides little opportunity for our development people to "hob=nob with the big wheels".  I personally think our management of our large alumni family is totally unacceptable and should be far higher on our priority than last.  The are groups of people who are the permanent and long-lasting foundations of any university - alumni and tenured faculty.  Embry-Riddle has never recognized this and the endowment and annual fund statistics points this our loud and clear.	Climate	3.00.63	Fri Feb 14 2002 11:05:00	Mozilla/4.73 [en] (WinNT; U)	206.207.155.90	local90-155.campus.pr.erau.edu	
3	2	2	2	1	1	1	3	3	3	3	3	3	4	2	2	4	3	2	3	2	4	4	1	2	2		Climate	3.00.63	Fri Feb 14 2002 11:07:49	Mozilla/4.72 [en] (Win98; U)	4.33.110.81	lsanca1-ar3-110-081.elnk.dsl.gtei.net	
2						2	4					4	2		2	4	2	1	2	2	3	1		2	1		Climate	3.00.63	Fri Feb 14 2002 11:18:47	Mozilla/4.76 [en] (WinNT; U)	155.31.16.44	node16-44.unnamed.db.erau.edu	
2	3	2	1	1	1	2	2	2	2	2	2	2	3	3	3	2	2	1	2	1	2	4	2	1	1		Climate	3.00.63	Fri Feb 14 2002 12:14:19	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0)	67.225.98.246	1cust246.tnt1.barstow.ca.da.uu.net	
2	3	4	2	2	2	2	2	3	3	3	3	4	3	1	2	2	4	2	1	2	2	1	1	1	2		Climate	3.00.63	Fri Feb 14 2002 12:25:50	Mozilla/4.72 [en] (WinNT; U)	155.31.70.171	node70-171.unnamed.db.erau.edu	
2	2	2	1	1	1	2	2	4	2	3	2	2	3	2	2	3	2	1	2	2	3	2	1	1	2	1. & 13.:  Facilities at the Prescott campus are old and worn-out.  I have adequate resources to do my job      but facility and equipment improvements are sorely needed.          14.:  There has been considerable talk and promises made about improving faculty pay      but results have not been forthcoming as yet.          22.:  We'll just have to wait and see      won't we?          	Climate	3.00.63	Fri Feb 14 2002 12:48:38	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.156.240	local240-156.campus.pr.erau.edu	
4	3	2	2	2	2	2	3	3	2	3	3	5	3	3	2	4	3	3	3	3	3	2	2	1			Climate	3.00.63	Fri Feb 14 2002 12:53:31	Mozilla/4.0 (compatible; MSIE 5.01; Windows 95)	206.207.155.155	local155-155.campus.pr.erau.edu	
2	2	2	2	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	4	1	2	2		Climate	3.00.63	Fri Feb 14 2002 12:54:23	Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; T312461)	131.55.121.4		
2	1	4	2	2	2	1	1	2	2	2	2	3	4	1	1	2	2	1	1	1	2	4	1	1	2		Climate	3.00.63	Fri Feb 14 2002 12:57:51	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; T312461)	216.193.61.49	dca6-tgn-zuh-vty49.as.wcom.net	
2	2	2	3	2	3	2	3	3	3	4	3	3	3	3	2	3	2	2	2	2	3	4	1	2	2	(1) Need to see more results on increasing pay for EC faculty.                    (2) Need more support for EC faculty with their computer hardware and software purchases (required to be effective but not supported in any way by the university at present).                    (3) Need more and better computer equipment - at least for teaching & presentations (not necessarily for hands-on student work) - in more EC classrooms (not just one per base location).	Climate	3.00.63	Fri Feb 14 2002 13:02:25	Mozilla/4.0 (compatible; MSIE 5.0; Windows 95; ezn/58/ie5; DigExt)	66.79.26.182	182gis26.gulftel.com	
2	2	3	2	2	2	2	4	3	3	4	3	4	2	5	3	2	5	2	1	2	3	2	2	1	1		Climate	3.00.63	Fri Feb 14 2002 13:15:22	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; T312461)	204.210.9.221	waits.net	
4	2	5	3	3	3	2	3	3	2	2	2	4	2	4	3	4	4	2	2	2	2	1	2	1	1	I love Embry-Riddle      as an ERAU graduate and full-time employee. Overall      I love my job BUT in my area we are grossly understaffed. The students are the reason why we are here!! I believe that the university could definitely improve on customer service. If we keep increasing the tuition and enrollments we have to increase current/new services. As far as an alum      a lot my former classmates have problems with giving back to the university because of their experience while they attended the university. It starts while they are here      if we want to increase the alumni endowment we must make their experince here positive.	Climate	3.00.63	Fri Feb 14 2002 13:27:57	Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 4.0)	155.31.21.130	node21-130.unnamed.db.erau.edu	
1	4	3	2	2	2	3	3	3	3	3	3	4	2	4	2	4	2	2	2	2	4	2	2	1	1	With expected increase in enrollment      it would be nice if the university budgeted for an increase in staff (not just faculty) to appropriately handle the increased workload.	Climate	3.00.63	Fri Feb 14 2002 13:48:56	Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)	206.207.155.129	local129-155.campus.pr.erau.edu	
1	1	3	1	1	1	2	2		2		2	2	2		2	2	2	2	2	2	3	1	2	1	1		Climate	3.00.63	Fri Feb 14 2002 13:56:27	Mozilla/4.76 [en] (WinNT; U)	155.31.21.39	node21-39.unnamed.db.erau.edu	
2	2	2	3	4	4	1	3	4	4	4	4	4	2	2	2	4	3	2	2	2	2	1	1	2	2		Climate	3.00.63	Fri Feb 14 2002 14:04:58	Mozilla/4.72 [en] (WinNT; U)	155.31.71.71	node71-71.unnamed.db.erau.edu	
2	1	2	1	1	2	1	2	2	2	2	3	2	1	1	1	1	1	1	1	1	2	4	2	1	2	I am both faculty and staff. Full time staff and part time faculty.	Climate	3.00.63	Fri Feb 14 2002 14:24:39	Mozilla/4.61 [en] (Win98; U)	67.201.192.215	1cust215.tnt14.tco2.da.uu.net	
